NAME,RA,DEC,PMRA,PMDEC,FLUX_B,FLUX_V,FLUX_J,FLUX_H,FLUX_K
HD  58508,07 25 07.1900841495,-19 55 26.815501595,-10.059,5.851,9.21,9.15,8.978,8.971,8.96
HD  57865,07 22 22.1752234429,-19 58 01.605657315,-0.821,0.281,9.79,9.71,9.508,9.506,9.482
HD 184255,19 34 20.6234701559,-20 00 52.969353287,-0.711,-11.089,9.42,9.38,9.261,9.279,9.243
HD  84920,09 48 03.7771372344,-20 06 54.049815362,-2.68,-3.512,10.72,10.72,10.507,10.517,10.523
HIP  64204,13 09 30.2023541676,-20 07 25.161771524,-19.7,-12.219,7.22,7.17,6.992,6.978,6.966
HIP  62264,12 45 32.7975153796,-20 08 44.570736534,-48.846,-0.594,7.57,7.58,7.479,7.486,7.488
HD  57612,07 21 11.8462164412,-20 13 20.341027803,-0.808,2.967,9.75,9.72,9.555,9.53,9.53
HD  33612,05 10 37.2689817894,-20 19 19.336577997,-2.216,-7.99,10.09,10.05,9.986,9.96,9.957
HD  44504,06 21 19.0914339881,-20 26 57.056762368,-3.53,7.049,9,9,9.022,9.038,9.034
HD 180150,19 16 08.9542524293,-20 27 17.874825995,-1.824,-7.697,8.87,8.8,8.625,8.645,8.571
HIP  38789,07 56 21.7090461508,-20 27 47.790193067,-9.284,-11.389,6.86,6.83,6.71,6.746,6.676
HIP  30090,06 19 58.7272229397,-20 31 51.959379653,2.732,-8.198,8.22,8.18,8.052,8.072,8.039
HD  54885,07 09 54.8052290932,-20 41 07.535118603,-9.021,14.733,9.18,9.16,9.013,8.953,8.977
HD  82431,09 31 21.6423838744,-20 43 12.786692635,-17.915,9.209,9.49,9.45,9.352,9.384,9.367
HIP  25853,05 31 07.6279120813,-20 51 49.168304169,6.622,-42.297,5.529,5.525,5.546,5.52,5.514
HD  66692,08 03 55.8837073052,-20 54 32.446860388,-11.493,1.829,9.57,9.57,9.475,9.476,9.464
HD  71569,08 27 24.3509149830,-20 59 05.894681126,-13.319,0.959,8.71,8.7,8.581,8.583,8.564
HD  64397,07 52 55.0658918380,-21 00 05.506747737,-7.822,3.126,9.01,8.94,8.811,8.831,8.814
HD  47717,06 39 14.1541681609,-21 06 31.024326842,-0.05,-0.169,9.68,9.61,9.412,9.38,9.365
HD 136622,15 22 23.9564644954,-21 10 53.326245813,-8.535,-13.922,9.57,9.54,9.32,9.298,9.28
HD  65008,07 55 48.6185171882,-21 12 13.916655126,-7.806,0.926,9.91,9.89,9.733,9.763,9.747
HD  62104,07 41 32.2650648915,-21 15 01.984020242,-0.062,-3.58,8.79,8.74,8.63,8.758,8.655
HIP  23671,05 05 17.3014632804,-21 15 30.546468395,-4.9,-18.006,7.83,7.79,7.71,7.776,7.736
HD  72931,08 34 50.3877674822,-21 18 22.038267420,-1.645,-3.508,9.44,9.42,9.373,9.413,9.354
HIP  40561,08 16 54.2264067133,-21 19 14.334194868,-8.707,7.638,6.615,6.607,6.547,6.57,6.532
HIP  55830,11 26 34.0239706299,-21 21 23.404087171,-36.028,0.42,6.93,6.88,6.86,6.91,6.884
HIP  46890,09 33 17.6737213896,-21 23 31.336499515,-16.53,-11.751,6.68,6.68,6.581,6.567,6.535
HD 180827,19 18 47.8578705017,-21 24 38.239015560,0.048,-6.635,9.68,9.62,9.568,9.543,9.545
HD  53434,07 04 13.6004917091,-21 26 13.683539005,-1.309,16.489,7.94,7.89,7.78,7.82,7.801
HD  49551,06 48 01.9128414072,-21 33 08.538943403,-5.039,-0.685,9.34,9.28,9.169,9.164,9.126
HIP  45666,09 18 30.6638153930,-21 36 22.589207851,-8.798,-2.22,8.91,8.84,8.628,8.657,8.637
HIP  49388,10 04 57.5477940552,-21 38 07.420493954,-6.337,-3.903,9.16,9.1,9.063,9.05,9.025
HIP 104810,21 14 01.7914328080,-22 12 43.610715653,31.675,-12.035,6.99,6.97,6.925,6.964,6.956
HIP  29851,06 17 07.9314734006,-22 22 27.688069233,3.269,-19.283,7.04,7.02,6.975,6.98,7.008
HD  48336,06 41 59.2037268709,-22 29 05.724274873,-5.001,6.062,9.1,9.05,8.952,8.963,8.933
HIP  27425,05 48 26.1606323830,-22 29 42.422127623,-3.657,0.874,9.12,9.1,8.916,8.955,8.882
HIP  51633,10 32 54.6280438319,-22 31 39.404622240,-30.582,-1.135,6.94,6.95,6.968,6.999,6.993
HIP  45712,09 19 07.8637222456,-22 33 11.111550060,-27.204,23.429,7.21,7.18,7.015,7.064,7.021
HIP  29469,06 12 32.2981458016,-22 33 39.086837353,-5.259,7.109,8.25,8.27,8.299,8.364,8.329
HIP  21514,04 37 13.4921183167,-22 36 53.640799572,17.07,-2.31,7.86,7.84,7.792,7.809,7.786
HD 195062,20 29 47.8419804875,-22 38 41.228887026,0.048,-0.557,9.87,9.88,9.694,9.725,9.668
HD  56693,07 17 15.1474981961,-22 39 12.956499145,-4.999,-5.058,9.96,9.96,9.821,9.862,9.839
HD  60642,07 34 37.6090304324,-22 45 40.861738677,-3.48,3.086,9.75,9.78,9.826,9.799,9.798
HD  58214,07 23 43.4392516796,-22 51 59.015412491,-2.978,2.92,8.74,8.7,8.566,8.549,8.532
HIP  69973,14 19 05.7471554410,-22 57 12.754805433,-26.727,-0.366,7.92,7.86,7.669,7.694,7.616
HIP  73820,15 05 16.8046399288,-23 00 47.953715763,-16.688,-5.884,7.59,7.53,7.301,7.266,7.253
HIP  36136,07 26 38.7602949270,-23 04 55.365071083,-5.22,5.078,7.4,7.41,7.33,7.37,7.335
HIP  35397,07 18 36.2634368239,-23 06 30.929407485,-6.043,1.05,9.47,9.43,9.459,9.483,9.438
HD  52509,07 00 35.0185169612,-23 06 47.536101289,-5.386,3.09,9.5,9.44,9.427,9.461,9.394
HIP  45037,09 10 22.9991186372,-23 10 36.103281900,-33.205,4.834,6.533,6.531,6.507,6.551,6.489
HD  61848,07 40 19.5001892634,-23 13 28.682335170,-8.578,1.087,9.79,9.71,9.611,9.619,9.612
HD 121884,13 58 43.1932432420,-23 14 41.809098493,15.737,-6.08,9,8.95,8.787,8.771,8.78
HD  49128,06 45 59.4181912944,-23 16 00.337500174,-0.758,-2.565,9.23,9.16,9.07,9.056,9.057
HD  35902,05 27 00.7356383213,-23 19 56.612442930,6.93,-2.673,9.01,8.95,8.877,8.882,8.878
HD  33096,05 07 03.8380155225,-23 22 09.028202527,-1.329,-5.402,9.48,9.42,9.289,9.269,9.265
HD  54029,07 06 22.4364189223,-23 25 37.317546745,-7.785,-0.864,7.95,7.93,7.854,7.895,7.839
HIP  38668,07 55 00.5944810484,-23 27 55.328212789,-11.478,1.231,7.01,6.98,6.821,6.85,6.783
HIP  47828,09 44 56.1358216891,-23 29 04.117133695,-6.31,-7.45,7.98,7.94,7.884,7.968,7.915
HD  59524,07 29 22.2709480718,-23 31 29.347521839,-5.361,11.88,8.82,8.79,8.699,8.768,8.714
HIP  35701,07 21 58.4338759501,-23 32 16.894338797,-1.996,0.796,8.68,8.65,8.537,8.552,8.53
HIP  41829,08 31 40.2205132393,-23 32 20.628747177,-1.57,-30.93,8.25,8.18,8.036,8.111,8.012
HD  52893,07 01 59.2902417009,-23 34 49.682189254,-4.424,3.547,9.55,9.5,9.551,9.526,9.556
HD  70360,08 20 42.6408605865,-23 36 42.628932417,-4.977,-3.738,9.29,9.21,9.028,9.073,8.992
HIP 110746,22 26 10.7042181912,-23 40 56.810247975,12.589,-1.565,6.258,6.276,6.257,6.279,6.285
HIP  40591,08 17 15.4980269276,-23 44 07.784439750,1.312,-5.222,8.45,8.42,8.254,8.277,8.206
HIP 112269,22 44 25.4406021955,-23 45 53.840105659,13.128,0.435,8.51,8.47,8.429,8.413,8.393
HIP  51447,10 30 25.2119987128,-23 51 04.760423711,1.51,-4.075,8.51,8.49,8.298,8.304,8.292
HIP  33574,06 58 35.7615999833,-23 52 51.044928197,0.745,9.008,6.745,6.712,6.601,6.594,6.566
HD  73520,08 38 03.4183782935,-23 55 48.937460258,-7.771,3.21,9.33,9.27,9.24,9.244,9.239
HIP 104664,21 12 02.6698368858,-24 07 17.264234168,17.38,8.7,8.02,7.97,7.845,7.899,7.856
HIP  46313,09 26 39.7057170550,-24 10 04.258136166,-43.361,7.874,6.895,6.898,6.876,6.948,6.876
HIP  29194,06 09 29.2787513738,-24 14 58.772664820,-2.61,6.65,8.34,8.36,8.354,8.401,8.349
HD  44522,06 21 15.3063903882,-24 15 12.889075563,1.762,2.376,8.99,8.99,9,9.001,8.984
HIP  42289,08 37 19.7704241657,-24 18 07.191705221,-2.964,-2.828,8.7,8.63,8.372,8.401,8.327
HD  74064,08 40 54.1268790627,-24 25 01.959098421,-14.649,5.637,8.99,8.99,8.838,8.817,8.804
HD  70812,08 23 09.7710779233,-24 25 36.465113346,-1.13,0.579,9.33,9.31,9.237,9.257,9.24
HIP  33126,06 53 55.4528985092,-24 32 19.515319451,-4.634,1.701,6.237,6.22,6.133,6.164,6.135
HD 123426,14 08 10.1244737074,-24 33 51.115592601,-20.618,-5.152,9.8,9.76,9.608,9.621,9.591
HIP  38079,07 48 12.4687842604,-24 34 37.901212411,-29.865,7.381,6.81,6.83,6.849,6.92,6.876
HIP  79229,16 10 09.8782362123,-24 34 56.717279690,-19.562,-33.869,6.66,6.64,6.542,6.57,6.547
HIP  40688,08 18 22.7647304021,-24 36 58.316939037,-11.824,9.228,8.25,8.23,8.135,8.182,8.174
HD  39734,05 53 28.1391068241,-24 39 02.196094916,3.319,4.533,9.2,9.15,9.105,9.094,9.069
HD 184837,19 37 16.4368561016,-24 40 10.645026162,3.146,1.476,10.2,10.13,9.668,9.659,9.629
HIP  26355,05 36 44.0535642330,-24 42 11.890991471,-4.472,9.555,8.35,8.32,8.376,8.373,8.366
HD  45157,06 24 48.1655141962,-24 49 32.747683323,4.55,-1.767,8.71,8.72,8.679,8.761,8.681
CPD-24  2786,07 44 12.5560256665,-24 53 02.469021341,-3.229,3.45,11.57,11.54,11.446,11.441,11.431
HD 201386,21 09 54.7940434907,-24 53 15.710088603,-7.622,-12.128,10.09,10.1,9.883,9.887,9.844
HIP 101384,20 32 52.3599276573,-24 56 37.779398250,8.548,-43.773,6.34,6.339,6.336,6.36,6.343
HIP  93691,19 04 45.8582836287,-25 13 51.903587870,7.845,-20.438,7.15,7.09,6.881,6.877,6.862
HIP  84147,17 12 13.6197186499,-25 15 18.522516565,-9.308,-47.643,6.467,6.499,6.513,6.491,6.52
HIP  49294,10 03 41.6186478364,-25 19 00.193246031,-17.686,4.909,6.717,6.705,6.565,6.627,6.548
HIP  69718,14 16 14.1881540767,-25 21 57.052954282,-15.62,-4.452,8.91,8.87,8.74,8.779,8.758
HIP  28520,06 01 13.0978478058,-25 25 03.936990287,-11.838,-20.058,6.063,6.037,5.958,5.965,5.926
HD  54444,07 07 50.5269809089,-25 28 21.820295956,-1.942,4.31,9.24,9.25,9.133,9.151,9.11
HD 180542,19 17 56.1291001972,-25 32 47.532502416,-2.161,-9.112,10.11,10.04,9.809,9.774,9.749
HD  70261,08 20 07.6732139744,-25 36 01.903517871,-4.121,-6.038,9.12,9.07,8.922,8.919,8.921
HD  56235,07 15 16.6932806257,-25 40 35.598214489,-4.962,3.97,9.67,9.66,9.625,9.626,9.629
HIP  76310,15 35 16.1057045661,-25 44 02.991140952,-18.108,-23.543,7.37,7.3,7.159,7.18,7.172
HD  58392,07 24 24.7430913311,-25 44 31.103553491,-2.212,6.528,9.03,9.03,8.997,9.041,8.996
HD  53248,07 03 20.0593390369,-25 52 10.312708715,-2.211,-0.001,9.4,9.38,9.257,9.25,9.211
HD  35286,05 22 35.2575175017,-25 54 30.845317564,0.26,-8.381,9.64,9.58,9.487,9.519,9.483
HD  39857,05 54 11.2967505553,-25 54 44.717478717,-1.706,3.907,9.52,9.45,9.509,9.537,9.507
HD  63234,07 46 52.1373887223,-26 04 27.916224809,-7.164,-0.089,9.41,9.45,9.296,9.351,9.3
HIP  67143,13 45 36.8915672994,-26 06 57.635799590,-71.667,-10.275,5.814,5.795,5.744,5.744,5.711
HIP  36837,07 34 28.8413425127,-26 07 00.668610744,-19.31,-29.413,6.64,6.65,6.625,6.682,6.655
HD  67731,08 08 23.6819627446,-26 08 53.231842022,-16.235,25.162,9.37,9.33,9.046,9.044,9.024
HD  48206,06 41 07.9300610089,-26 08 54.967240917,-4.246,4.244,9.29,9.23,9.138,9.145,9.097
HD  90738,10 28 11.6238100492,-26 11 20.594989456,1.509,-7.251,10.42,10.39,10.125,10.115,10.085
HD  47921,06 39 51.3835652414,-26 11 27.185008135,-6.925,3.191,9.47,9.4,9.296,9.281,9.261
HD  98201,11 17 37.6980860994,-26 11 29.317267867,-13.771,-3.562,9.55,9.51,9.421,9.395,9.367
HIP  42334,08 37 52.1521706428,-26 15 17.997969108,-23.321,-12.579,5.23,5.27,5.284,5.35,5.321
HD  38428,05 44 36.7266195449,-26 15 45.089069885,9.422,7.445,9.69,9.65,9.597,9.59,9.578
HIP  73150,14 56 57.4546574281,-26 17 06.095882213,-20.741,-26.22,6.91,6.9,6.779,6.794,6.749
HD  71213,08 25 12.2668118334,-26 17 55.289627658,-5.981,4.122,9.18,9.15,9.014,9.066,9.027
HIP  48293,09 50 46.8156808160,-26 20 00.450706124,-12.256,-0.258,8.94,8.92,8.897,8.981,8.912
HD  12384,02 00 56.3919881699,-26 23 56.220749322,-15.909,-9.652,10.026,9.972,9.849,9.855,9.805
HD  61651,07 39 19.0744696105,-26 25 27.943440923,-0.85,-4.529,9.3,9.25,9.087,9.093,9.073
HIP   9285,01 59 19.5830841692,-26 25 56.035613491,70.909,13.248,6.81,6.79,6.739,6.765,6.743
HD  59280,07 28 12.6735952751,-26 26 18.888049682,-7.597,0.858,8.43,8.41,8.307,8.339,8.273
HD  65943,08 00 20.3037826145,-26 30 05.032125214,0.16,-3.431,9.62,9.6,9.541,9.543,9.545
HIP  39551,08 04 55.5051354793,-26 30 56.363562911,-9.72,2.639,8.67,8.62,8.564,8.636,8.58
HD  66182,08 01 23.3188336449,-26 36 01.195467806,-5.592,1.938,9.55,9.53,9.475,9.528,9.48
HIP  38125,07 48 45.8167193650,-26 37 07.228445646,-8.043,8.608,9.08,9.07,8.995,9.023,9.025
HD  66619,08 03 28.6772900488,-26 39 46.630809132,-5.377,3.241,10.1,10.03,9.879,9.849,9.882
CPD-26  2359,07 39 36.3558081422,-26 52 19.009710734,-4.769,1.96,11.42,11.38,11.406,11.444,11.438
CD-26  5125,07 52 36.4636540163,-26 56 34.721336061,-3.593,3.995,10.75,10.68,10.625,10.645,10.605
HD 195225,20 30 58.2084598334,-26 58 32.198685514,2.856,-6.568,9.14,9.08,8.981,9.01,8.957
CD-26  3740,07 01 54.4460425864,-27 00 32.956847094,-4.533,4.522,9.85,9.78,9.644,9.629,9.609
HIP  41095,08 23 02.5752925931,-27 00 54.429407872,-1.174,-2.216,8.21,8.16,7.975,8.034,7.956
HD  53732,07 05 00.2789542904,-27 06 51.063555147,-8.082,2.862,7.61,7.62,7.645,7.673,7.622
HD  51987,06 58 24.6479020830,-27 09 38.517550872,-15.825,2.035,9.12,9.09,8.967,9.01,8.934
HD  70285,08 20 15.7873915889,-27 11 41.335410444,-9.051,3.433,8.98,8.93,8.697,8.685,8.674
HIP 105318,21 19 51.4256466724,-27 12 32.913883917,8.418,-1.901,7.05,7.05,7.062,7.099,7.077
HD  55715,07 12 57.5823037203,-27 12 44.473265906,-8.995,3.955,9.35,9.32,9.299,9.35,9.284
HD  66697,08 03 49.1534590963,-27 18 52.760449949,-7.583,2.905,9.7,9.65,9.581,9.591,9.547
HIP  36267,07 28 02.6667583989,-27 21 57.428647671,-3.874,4.377,9.83,9.79,9.596,9.578,9.558
HIP  24831,05 19 23.6851974096,-27 22 07.985311789,-3.521,-8.404,5.942,5.972,5.988,6.027,6.024
HD  87727,10 06 24.4864336961,-27 25 19.219075891,-12.377,2.592,9.68,9.65,9.658,9.689,9.665
HD  46038,06 29 50.9825400660,-27 25 19.403789116,-5.559,-0.332,8.92,8.87,8.704,8.692,8.694
HD 197437,20 44 37.0871866174,-27 26 09.218527494,8.508,0.273,8.65,8.61,8.389,8.398,8.365
HD  73865,08 39 35.6587440509,-27 32 19.303256646,-7.828,8.566,8.85,8.82,8.662,8.649,8.621
HD  63115,07 46 13.8334808761,-27 35 19.168021842,-7.798,0.305,9.15,9.13,9.089,9.07,9.047
HD  69063,08 14 16.3974206507,-27 35 34.434102688,-8.284,4.543,9.97,9.92,9.683,9.672,9.651
HIP 106576,21 35 04.7692500429,-27 36 44.013382231,10.813,-8.214,9.08,9.02,9.077,9.048,9.027
HD  68802,08 13 07.1271839479,-27 43 05.483903669,-4.654,3.431,9.53,9.49,9.423,9.4,9.381
HIP  97408,19 47 52.4754500247,-27 43 55.146929355,6.07,-11.68,8.55,8.49,8.227,8.203,8.204
HIP  44826,09 08 05.1337995775,-27 45 12.314045465,-10.885,-7.569,9.06,8.99,8.802,8.802,8.776
HIP  33137,06 54 01.6903407410,-27 45 36.051854797,-7.284,16.607,8.38,8.32,8.195,8.22,8.2
HD  74574,08 43 49.6435227722,-27 46 53.429506581,-8.125,5.489,10.01,9.94,9.775,9.798,9.749
HD  64823,07 54 43.0987821804,-27 48 17.424208484,-1.102,-6.393,9.26,9.22,9.109,9.107,9.083
HD 131223,14 53 06.4907252075,-27 49 35.652957148,-5.156,-5.429,9.25,9.18,8.957,8.958,8.911
HD  71101,08 24 34.3617831098,-27 50 10.574578744,-3.472,-0.062,9.6,9.59,9.514,9.498,9.48
HD  71437,08 26 31.6502987473,-27 50 31.680117868,-10.717,5.557,9.52,9.47,9.381,9.378,9.341
HD  68294,08 10 46.4447578780,-27 51 43.557338359,-1.625,4.257,9.16,9.11,8.884,8.876,8.848
HD  72399,08 31 46.2985199083,-27 55 36.682210816,0.355,-3.826,8.85,8.8,8.636,8.674,8.636
HD  62333,07 42 19.5024751281,-27 55 56.403934885,-13.642,9.003,8.65,8.65,8.616,8.668,8.633
HIP  17007,03 38 47.6715356130,-27 56 34.993799511,20.986,26.456,5.99,6.01,6.008,6.065,6.008
HD  81150,09 23 07.8363387055,-27 57 12.083099421,-7.766,4.054,9.61,9.6,9.459,9.49,9.425
HIP  47317,09 38 30.0662912442,-27 59 06.598105459,-8.712,1.238,8.69,8.63,8.515,8.438,8.48
HIP  79878,16 18 16.1596445036,-28 02 30.144571751,-11.169,-25.487,7.05,7.06,7.029,7.101,7.041
HIP  70050,14 20 08.3353325735,-28 02 56.537137835,-30.301,-19.561,7.26,7.2,7.016,7.062,7.01
HIP  45288,09 13 47.5041971106,-28 05 24.218649141,-19.82,15.01,7.99,7.93,7.779,7.818,7.769
HD  70212,08 19 46.4467858103,-28 11 08.643138906,-3.066,2.024,10.14,10.07,9.92,9.915,9.897
HD  54554,07 08 07.0539398403,-28 12 01.115278645,4.102,-7.063,8.6,8.55,8.388,8.449,8.418
CD-28  5173,07 57 53.3085246971,-28 22 44.095993823,-2.645,1.906,12.12,12.17,11.712,11.688,11.653
HIP  42524,08 40 11.8975852269,-28 24 52.347823700,-14.004,0.462,8.26,8.19,8.067,8.062,8.026
HIP  29507,06 12 59.1574195796,-28 27 48.989525834,4.937,29.431,7.3,7.27,7.244,7.26,7.221
HD  57409,07 19 59.6039870526,-28 30 00.123037399,-0.979,-6.346,8.96,8.9,8.791,8.844,8.807
HIP  29340,06 11 07.9714395174,-28 35 53.248636649,-6.868,-0.808,8.4,8.36,8.331,8.344,8.337
HIP  35262,07 17 07.2043132106,-28 36 01.302869461,-16.404,-5.004,7.1,7.11,7.073,7.068,7.077
HD  52488,07 00 14.9915875417,-28 36 25.489477860,1.868,-0.467,9.09,9.07,9.07,9.111,9.037
HIP  96408,19 36 03.1869193559,-28 40 06.160023317,15.459,-7.022,7.96,7.91,7.749,7.85,7.773
HD  65998,08 00 30.0279808765,-28 43 56.072933287,-4.768,3.97,9.46,9.51,9.497,9.516,9.515
HD  64874,07 54 57.7573312492,-28 47 55.214785360,-5.045,-2.084,9.39,9.32,9.232,9.222,9.174
HD 101491,11 40 41.6074614153,-28 52 55.957845409,-6.459,-1.602,9.8,9.77,9.625,9.543,9.58
HIP  55576,11 23 05.1303547189,-28 53 49.124218962,-9.786,-3.791,7.51,7.52,7.47,7.497,7.482
HD  56996,07 18 07.7229769305,-28 56 31.022430438,5.546,-11.38,8.69,8.64,8.459,8.488,8.429
HIP  45176,09 12 21.8820614799,-28 56 51.307418293,-22.902,12.444,6.75,6.75,6.629,6.645,6.588
HD 194324,20 26 03.0950958627,-29 02 20.917403963,10.704,-0.263,9.2,9.18,8.987,8.967,8.976
HIP  40414,08 15 00.8831889087,-29 04 03.983451815,-16.585,14.945,8.99,8.95,8.812,8.876,8.798
HIP  67523,13 50 06.5084993582,-29 04 52.766130877,-50.59,-32.55,6.171,6.186,6.192,6.234,6.194
HD 117248,13 29 32.7164342695,-29 05 32.132236977,7.081,-3.097,10.12,10.08,9.838,9.849,9.792
HD 118146,13 35 30.8789772476,-29 09 20.452354854,-12.7,-5.855,8.86,8.8,8.712,8.77,8.731
HIP  40464,08 15 42.5010567172,-29 09 24.882890175,-14.53,10.533,9.39,9.33,9.253,9.253,9.203
HIP  76728,15 40 06.6793853165,-29 13 28.151156743,-8.335,-6.214,9.33,9.27,8.848,8.842,8.795
HIP  32175,06 43 06.0476462108,-29 14 14.373468745,-1.834,1.549,7.278,7.27,7.246,7.256,7.249
HIP  28735,06 04 07.2169108133,-29 20 20.526489045,-6.616,-0.241,7.77,7.8,7.784,7.842,7.797
HIP  47209,09 37 14.9635359427,-29 24 16.970681935,-17.683,12.348,9.14,9.11,8.966,8.988,8.993
HD  46010,06 29 33.0486980547,-29 29 43.988891193,-11.161,5.555,9.48,9.45,9.288,9.307,9.305
HD  71178,08 24 55.7843624940,-29 30 46.956626474,-3.251,-0.271,9.67,9.69,9.598,9.618,9.621
HD  97159,11 10 46.0930135869,-29 34 27.099905840,4.875,-3.537,8.91,8.88,8.781,8.786,8.729
HD 126174,14 24 36.6970666788,-29 37 09.646306892,-16.931,-19.348,8.36,8.29,8.065,8.04,8.015
HD  31289,04 53 09.8121182235,-29 41 56.158320585,0.602,8.964,10.23,10.2,10.227,10.254,10.249
HIP  38850,07 57 00.5849623954,-29 44 45.922833223,-7.564,2.956,9.75,9.76,9.703,9.688,9.695
HD  78973,09 10 13.6958942697,-29 44 52.443411265,-9.313,5.824,9.85,9.78,9.519,9.488,9.497
HD  66724,08 03 46.5667375297,-29 46 03.128523775,-6.121,1.308,9.34,9.31,9.254,9.303,9.292
HD  61137,07 36 37.7797031149,-29 46 56.791540758,-10.301,7.37,8.97,9,8.996,9.009,9.013
HIP  46619,09 30 23.2214143648,-29 49 39.994225306,-9.092,0.305,9.65,9.61,9.485,9.48,9.476
HD  81090,09 22 47.9569070751,-29 52 11.384386141,-17.697,4.769,9.77,9.73,9.69,9.695,9.705
HIP  37872,07 45 46.2845862269,-29 57 00.169479178,2.378,-0.319,8.97,8.95,8.808,8.881,8.826
HD  89314,10 17 39.8235965900,-29 58 15.400194512,-2.848,-0.56,9.64,9.58,9.516,9.506,9.509
HIP  41947,08 33 04.1801763658,-29 58 32.402203698,3.8,-5.004,8.93,8.87,8.703,8.731,8.701
HIP  36946,07 35 44.8005164501,-30 03 32.698378222,-1.738,-3.542,8.62,8.6,8.543,8.554,8.528
HD 170941,18 33 21.1605070036,-30 03 51.288242948,0.646,-11.976,8.63,8.58,8.184,8.161,8.125
HD  61638,07 38 59.3739390497,-30 08 19.409517345,-2.993,7.639,8.55,8.52,8.423,8.384,8.382
HIP  27976,05 54 59.5404667038,-30 18 20.830127725,-5.782,11.504,7.84,7.8,7.737,7.781,7.736
HD  65286,07 56 51.3453915314,-30 22 38.953066319,-5.576,-0.228,9.29,9.23,9.103,9.053,9.067
CD-30 15784,18 31 19.4890902004,-30 24 53.777205793,0.409,-3.913,11.42,11.41,11.089,11.105,11.063
HD 223158,23 47 14.5801690232,-30 26 10.385987746,-3.811,-3.019,9.2,9.14,9.022,9.055,8.98
HIP  26862,05 42 11.5788531606,-30 32 07.572167564,-1.545,1.885,6.189,6.172,6.108,6.175,6.089
HD  66018,08 00 28.4621571766,-30 33 13.996061331,-8.855,5.396,10.14,10.08,10.092,10.111,10.081
HD  74004,08 40 21.1037402691,-30 33 18.119096745,-2.795,-0.521,9.59,9.6,9.564,9.551,9.52
HD  74315,08 42 18.6895858311,-30 33 55.372519319,-0.489,-1.776,9.22,9.18,9.089,9.083,9.069
CD-30 16005,18 40 10.6365081937,-30 47 05.034220833,1.913,-1.116,11.25,11.29,10.956,10.97,10.901
HD  33551,05 09 42.3704782896,-30 55 35.151727442,10.963,21.286,9.87,9.84,9.829,9.892,9.866
HD  54838,07 09 08.3330680163,-30 57 19.435994091,-11.884,6.398,8.67,8.63,8.467,8.502,8.49
HIP  42930,08 45 00.7320427137,-30 58 41.072075540,-9.003,7.066,7.19,7.15,6.95,7.036,6.924
HD  78222,09 06 09.8214488156,-30 59 26.820891042,-8.476,5.289,9.46,9.44,9.322,9.291,9.304
HD  40236,05 56 15.8174857196,-31 01 30.093431425,8.032,-7.418,9.93,9.86,9.834,9.838,9.834
HD 179697,19 14 48.6485614680,-31 05 02.940763926,-2.2,-7.9,8.92,8.88,8.692,8.704,8.703
HD 169043,18 24 07.4324625555,-31 07 55.433467615,9.161,-2.611,9.76,9.71,9.403,9.417,9.347
HD  61594,07 38 45.6363792997,-31 09 13.994117329,-6.923,2.13,8.36,8.36,8.354,8.405,8.361
HD  63098,07 45 51.0763231639,-31 24 46.548790221,-6.509,5.733,9.57,9.57,9.427,9.448,9.405
HD  48649,06 43 09.5568064524,-31 24 54.005156852,-0.448,4.012,9.93,9.92,9.816,9.842,9.801
HD 147779,16 25 04.6768116029,-31 25 19.251258368,-9.524,-23.695,7.12,7.14,7.089,7.081,7.073
HD  76785,08 57 25.3393753789,-31 28 02.437127420,0.907,-1.083,9.5,9.43,9.33,9.321,9.315
HIP 103315,20 55 54.4561017919,-31 30 20.432694299,35.826,-6.635,7.98,7.91,7.82,7.839,7.841
HIP  16433,03 31 34.9671148509,-31 40 24.703372051,-1.892,-16.025,7.66,7.62,7.503,7.505,7.502
HD  42586,06 10 08.7966932640,-31 41 26.125721652,-1.479,6.115,9.98,9.91,9.872,9.873,9.836
HIP  78196,15 57 59.3443430455,-31 43 44.140895025,-13.792,-26.1,6.99,7.02,7.005,7.12,7.032
HD  36022,05 27 24.7598825124,-31 45 24.562722992,0.721,-4.452,9.11,9.12,9.177,9.193,9.156
HIP  53433,10 55 51.2037239871,-31 47 10.696395731,-28.872,2.774,7.36,7.34,7.131,7.165,7.073
HIP 114191,23 07 29.5186798577,-31 48 09.021757689,10.533,5.113,8.59,8.53,8.389,8.385,8.374
HD  46996,06 34 57.5940221602,-31 50 39.895549352,4.902,-1.026,8.18,8.19,8.152,8.229,8.19
HD  27803,04 21 59.7172616866,-31 54 09.445630422,3.35,-2.013,9.94,9.88,9.791,9.789,9.779
HIP  36217,07 27 30.5797858120,-31 56 20.900250078,-6.034,3.753,9.17,9.2,9.24,9.259,9.28
HIP  35641,07 21 15.8234530194,-32 01 36.018786379,-8.146,4.273,9.35,9.32,9.318,9.358,9.34
HD  54174,07 06 33.2065051105,-32 05 24.311351679,-14.053,1.162,8.9,8.84,8.736,8.716,8.7
HIP  25832,05 30 54.4833379487,-32 06 41.882013863,7.268,16.574,8.57,8.5,8.383,8.411,8.384
HD  56928,07 17 40.0433148921,-32 08 42.341982201,2.054,13.101,9.35,9.32,9.209,9.191,9.167
HD  58398,07 24 03.1589225169,-32 09 32.258691403,-7.538,4.006,8.39,8.4,8.316,8.334,8.331
