,MAIN_ID,RA,DEC,RA_PREC,DEC_PREC,COO_ERR_MAJA,COO_ERR_MINA,COO_ERR_ANGLE,COO_QUAL,COO_WAVELENGTH,COO_BIBCODE,FLUX_U,FLUX_B,FLUX_V,FLUX_R,FLUX_I,FLUX_J,FLUX_H,FLUX_K,SP_TYPE,SP_QUAL,SP_BIBCODE,OTYPE_S,OTYPES,PLX_VALUE,PLX_PREC,PLX_ERROR,PLX_QUAL,PLX_BIBCODE,PMRA,PMDEC,PMRA_PREC,PMDEC_PREC,PM_ERR_MAJA,PM_ERR_MINA,PM_ERR_ANGLE,PM_QUAL,PM_BIBCODE,25s,1.5m,B-V,J-K,Mv,CRITERIA,MASK_E(B-V),MASK_E(J-K),MASK_SP_TYPE,MASK_OTYPE,MASK_25s,MASK_Mv,MASK_1.5m,MASK_N,MASK_Good
HD1287,HD   1287,00 17 18.7344,+62 49 33.136,14,14,0.0337,0.0353,90,A,O,2018yCat.1345....0G,,8.66,8.6,,,8.317,8.326,8.326,A0V,C,1972A&A....17..253M,Star,*|IR|UV,4.0365,4,0.0444,A,2018yCat.1345....0G,-32.055,29.494,3,3,0.07,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,-0.009000000000000341,1.411024784097177,,0,0,0,0,0,0,0,0,True
BD+67675,BD+67   675,10 58 58.9425,+67 03 29.652,14,14,0.0344,0.0383,90,A,O,2018yCat.1345....0G,,10.5,10.44,,,10.477,10.472000000000001,10.457,A0V,D,,Star,*|IR,1.723,4,0.0396,A,2018yCat.1345....0G,-6.75,-2.173,3,3,0.063,0.07200000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.019999999999999574,1.4024263872401417,,0,0,0,0,0,0,0,0,True
HD95605,HD  95605,11 03 31.6631,+67 34 19.747,14,14,0.0421,0.0426,90,A,O,2018yCat.1345....0G,,9.71,9.67,,,9.568,9.6,9.546,A0V,D,,Star,*|IR,1.8998,4,0.0565,A,2018yCat.1345....0G,-0.893,-1.415,3,3,0.08199999999999999,0.08,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,0.02200000000000024,0.9175394166898726,,0,0,0,0,0,0,0,0,True
HIP107555,HD 207636,21 47 00.8500,+70 09 03.174,14,14,0.0344,0.0396,90,A,O,2018yCat.1345....0G,6.42,6.44,6.45,,,6.402,6.443,6.417000000000001,A0V,C,,Star,*|IR|UV,6.9281,4,0.0465,A,2018yCat.1345....0G,-10.544,-24.979,3,3,0.069,0.062,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,-0.015000000000000568,0.6895707382441695,,0,0,0,0,0,0,0,0,True
HIP114745,HD 219485,23 14 37.1041,+74 13 52.574,14,14,0.0824,0.0765,90,A,O,2018yCat.1345....0G,5.85,5.87,5.89,,,5.837000000000001,5.898,5.872000000000001,A0V,C,,Star,*|IR|UV,7.306,4,0.0804,A,2018yCat.1345....0G,41.527,7.205,3,3,0.17,0.14,90,A,2018yCat.1345....0G,1.0,1.0,-0.019999999999999574,-0.03500000000000014,0.28139833937948816,,0,0,0,0,0,0,0,0,True
BD-001836,BD-00  1836,07 49 50.3695,-00 36 25.634,14,14,0.0355,0.028999999999999998,90,A,O,2018yCat.1345....0G,,10.47,10.4,,,10.385,10.398,10.368,A0V,C,,Star,*|IR,1.2129,4,0.0456,A,2018yCat.1345....0G,-3.014,-2.424,3,3,0.08800000000000001,0.068,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.01699999999999946,0.5636249802666832,,0,0,0,0,0,0,0,0,True
HD65158,HD  65158,07 57 25.8598,-00 38 09.151,14,14,0.0506,0.0297,90,A,O,2018yCat.1345....0G,,7.18,7.16,,,7.093,7.1339999999999995,7.105,A0V,C,1999MSS...C05....0H,Star,*|IR|UV,6.2786,4,0.0702,A,2018yCat.1345....0G,-21.607,-5.979,3,3,0.099,0.059000000000000004,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,-0.012000000000000455,1.076314078513365,,0,0,0,0,0,0,0,0,True
HD63714,HD  63714,07 50 13.9931,-01 27 32.119,14,14,0.044000000000000004,0.0319,90,A,O,2018yCat.1345....0G,,7.96,7.95,,,7.962999999999999,8.027999999999999,7.959,A0V,C,1999MSS...C05....0H,Star,*|IR|UV,2.824,4,0.0601,A,2018yCat.1345....0G,-11.294,-0.28800000000000003,3,3,0.092,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,0.0039999999999995595,0.16782346189883243,,0,0,0,0,0,0,0,0,True
BD-011879,BD-01  1879,07 54 03.9469,-01 55 02.184,14,14,0.0414,0.0284,90,A,O,2018yCat.1345....0G,,9.41,9.35,,,9.256,9.262,9.2,A0V,C,,Star,*|IR,1.3788,4,0.05,A,2018yCat.1345....0G,-4.562,-0.098,3,3,0.08800000000000001,0.062,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,0.05600000000000094,-0.171493626320452,,0,0,0,0,0,0,0,0,True
HIP10512,HD  13936,02 15 28.3112,-09 27 59.496,14,14,0.0623,0.0528,90,A,O,2018yCat.1345....0G,,6.537000000000001,6.5489999999999995,,,6.462999999999999,6.454,6.4479999999999995,A0V,C,1999MSS...C05....0H,Star,*|IR|UV,4.6247,4,0.0723,A,2018yCat.1345....0G,-7.854,-5.289,3,3,0.126,0.11,90,A,2018yCat.1345....0G,1.0,1.0,-0.011999999999998678,0.01499999999999968,-0.0817821714575282,,0,0,0,0,0,0,0,0,True
HD25792,HD  25792,04 04 56.2676,-11 47 56.539,14,14,0.0338,0.0264,90,A,O,2018yCat.1345....0G,,8.04,8.01,,,7.872999999999999,7.945,7.853,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,3.8436,4,0.0497,A,2018yCat.1345....0G,20.796999999999997,-1.54,3,3,0.04,0.039,90,A,2016A&A...595A...2G,1.0,1.0,0.02999999999999936,0.019999999999999574,0.8241909235572369,,0,0,0,0,0,0,0,0,True
HD37890,HD  37890,05 41 16.2824,-12 00 24.553,14,14,0.0363,0.0416,90,A,O,2018yCat.1345....0G,,9.21,9.18,,,9.017999999999999,9.012,8.999,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.9877,4,0.0473,A,2018yCat.1345....0G,-1.9269999999999998,5.38,3,3,0.081,0.084,90,A,2018yCat.1345....0G,1.0,1.0,0.030000000000001137,0.01899999999999835,1.4471849354531,,0,0,0,0,0,0,0,0,True
HD219833,HD 219833,23 19 02.1485,-12 10 13.535,14,14,0.1174,0.0885,90,A,O,2018yCat.1345....0G,,7.24,7.23,,,7.154,7.156000000000001,7.157,A0V,C,1988MSS...C04....0H,Star,*|IR|blu|UV,3.4219999999999997,4,0.13699999999999998,A,2018yCat.1345....0G,10.526,0.204,3,3,0.21,0.163,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,-0.0030000000000001137,-0.13509997397459098,,0,0,0,0,0,0,0,0,True
HIP34504,HD  54601,07 08 56.3625,-12 19 09.259,14,14,0.0451,0.0505,90,A,O,2018yCat.1345....0G,,8.69,8.64,,,8.457,8.431000000000001,8.425,A0V,C,1988MSS...C04....0H,Star,*|IR,3.5366,4,0.065,A,2018yCat.1345....0G,-7.648,2.923,3,3,0.091,0.094,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.03200000000000003,1.2004297129606853,,0,0,0,0,0,0,0,0,True
HD62388,HD  62388,07 43 14.9959,-12 24 02.105,14,14,0.0396,0.0313,90,A,O,2018yCat.1345....0G,,8.93,8.9,,,8.702,8.684,8.657,A0V,C,1988MSS...C04....0H,Star,*|IR,2.5531,4,0.0511,A,2018yCat.1345....0G,3.0269999999999997,0.078,3,3,0.083,0.066,90,A,2018yCat.1345....0G,1.0,1.0,0.02999999999999936,0.04499999999999993,0.8258391280707162,,0,0,0,0,0,0,0,0,True
HIP52113,HD  92245,10 38 50.4158,-12 26 37.046,14,14,0.195,0.0918,90,A,O,2018yCat.1345....0G,,6.023,6.045,,,5.994,6.018,5.989,A0V,C,1999MSS...C05....0H,Star,*|IR|UV,7.9299,4,0.2404,A,2018yCat.1345....0G,-46.51,9.6,2,2,0.37,0.41,0,A,2007A&A...474..653V,1.0,1.0,-0.02200000000000024,0.004999999999999893,0.6216385534089388,,0,0,0,0,0,0,0,0,True
HIP73200,HD 132072,14 57 36.6569,-12 38 16.890,14,14,0.0645,0.05,90,A,O,2018yCat.1345....0G,,7.87,7.8,,,7.585,7.62,7.577999999999999,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,6.1544,4,0.0684,A,2018yCat.1345....0G,-27.025,-2.574,3,3,0.13,0.121,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.007000000000000561,1.4904285971484543,,0,0,0,0,0,0,0,0,True
65Sgr,*  65 Sgr,20 05 26.3353,-12 39 54.594,14,14,0.0639,0.0359,90,A,O,2018yCat.1345....0G,,6.59,6.53,,,6.352,6.3629999999999995,6.341,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,8.3081,4,0.0918,A,2018yCat.1345....0G,7.017,-48.808,3,3,0.139,0.071,90,A,2018yCat.1345....0G,1.0,1.0,0.05999999999999961,0.01100000000000012,0.9085085762837863,,0,0,0,0,0,0,0,0,True
HD34227,HD  34227,05 15 18.2183,-12 43 39.509,14,14,0.0373,0.0415,90,A,O,2018yCat.1345....0G,,8.46,8.43,,,8.337,8.392999999999999,8.311,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,3.1912,4,0.0509,A,2018yCat.1345....0G,4.792,-1.4140000000000001,3,3,0.077,0.08,90,A,2018yCat.1345....0G,1.0,1.0,0.030000000000001137,0.0259999999999998,0.8402701165089113,,0,0,0,0,0,0,0,0,True
HIP22605,HD  31004,04 51 48.0533,-12 44 45.548,14,14,0.0386,0.0402,90,A,O,2018yCat.1345....0G,,8.1,8.05,,,7.961,7.972,7.971,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,4.5021,4,0.0586,A,2018yCat.1345....0G,-8.064,-3.783,3,3,0.08199999999999999,0.09,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,-0.009999999999999787,1.1345756862921497,,0,0,0,0,0,0,0,0,True
HD38368,HD  38368,05 44 39.2267,-12 46 36.080,14,14,0.0403,0.0402,90,A,O,2018yCat.1345....0G,,7.93,7.89,,,7.836,7.854,7.79,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.7497,4,0.0491,A,2018yCat.1345....0G,-10.546,0.941,3,3,0.081,0.09,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000036,0.04600000000000026,-0.05957343167000695,,0,0,0,0,0,0,0,0,True
HD50514,HD  50514,06 53 07.7687,-12 58 44.452,14,14,0.0618,0.0736,90,A,O,2018yCat.1345....0G,,9.2,9.19,,,9.152999999999999,9.208,9.168,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,1.8477,4,0.0808,A,2018yCat.1345....0G,-5.292000000000001,3.29,3,3,0.579,0.594,90,A,2016A&A...595A...2G,1.0,1.0,0.009999999999999787,-0.015000000000000568,0.48665729404958313,,0,0,0,0,0,0,0,0,True
HD35397,HD  35397,05 23 50.9678,-13 00 44.669,14,14,0.0479,0.0584,90,A,O,2018yCat.1345....0G,,9.37,9.32,,,9.105,9.118,9.056000000000001,A0V,C,1988MSS...C04....0H,Star,*|IR,1.6927,4,0.0658,A,2018yCat.1345....0G,-2.129,-2.873,3,3,0.092,0.099,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.04899999999999949,0.28039997102460523,,0,0,0,0,0,0,0,0,True
HD40988,HD  40988,06 01 47.2863,-13 02 55.416,14,14,0.0604,0.0679,90,A,O,2018yCat.1345....0G,,9.27,9.2,,,9.056000000000001,9.072000000000001,9.071,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.0734,4,0.0728,A,2018yCat.1345....0G,3.0639999999999996,0.455,3,3,0.14300000000000002,0.132,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,-0.014999999999998792,0.5279154709972328,,0,0,0,0,0,0,0,0,True
HD60239,HD  60239,07 33 00.0215,-13 04 33.586,14,14,0.0439,0.0352,90,A,O,2018yCat.1345....0G,,9.04,9.04,,,8.946,8.987,8.951,A0V,C,1988MSS...C04....0H,Star,*|IR,2.5024,4,0.0601,A,2018yCat.1345....0G,-5.457999999999999,-0.36200000000000004,3,3,0.085,0.069,90,A,2018yCat.1345....0G,1.0,1.0,0.0,-0.005000000000000782,1.0317836568987673,,0,0,0,0,0,0,0,0,True
HD67160,HD  67160,08 06 17.0809,-13 16 24.603,14,14,0.0322,0.0227,90,A,O,2018yCat.1345....0G,,9.06,9.07,,,9.014,9.033999999999999,8.998,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.2475,4,0.0527,A,2018yCat.1345....0G,-10.977,2.633,3,3,0.07,0.051,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,0.016000000000000014,0.8649985020263306,,0,0,0,0,0,0,0,0,True
HD47079,HD  47079,06 36 14.1372,-13 25 46.199,14,14,0.0361,0.0417,90,A,O,2018yCat.1345....0G,,9.29,9.23,,,9.006,9.106,9.033,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.833,4,0.0459,A,2018yCat.1345....0G,-5.252999999999999,0.354,3,3,0.095,0.09,90,A,2018yCat.1345....0G,1.0,1.0,0.05999999999999872,-0.026999999999999247,1.2722328726021908,,0,0,0,0,0,0,0,0,True
HIP86049,HD 159415,17 35 07.4617,-13 38 16.300,14,14,0.0645,0.0588,90,A,O,2018yCat.1345....0G,,6.92,6.88,,,6.665,6.709,6.6160000000000005,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,7.7628,4,0.0722,A,2018yCat.1345....0G,-25.881,-30.927,3,3,0.122,0.099,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000036,0.04899999999999949,1.184091985940565,,0,0,0,0,0,0,0,0,True
HD57408,HD  57408,07 20 37.7563,-13 38 24.730,14,14,0.0328,0.0295,90,A,O,2018yCat.1345....0G,,9.69,9.65,,,9.396,9.389,9.361,A0V,C,1988MSS...C04....0H,Star,*|IR,1.6197,4,0.0477,A,2018yCat.1345....0G,-5.289,-0.9540000000000001,3,3,0.065,0.06,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.03500000000000014,0.5511729109545292,,0,0,0,0,0,0,0,0,True
HD56525,HD  56525,07 16 47.0617,-13 40 52.010,14,14,0.0458,0.0481,90,A,O,2018yCat.1345....0G,,7.242999999999999,7.178999999999999,,,6.992000000000001,7.034,6.984,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,5.4187,4,0.0599,A,2018yCat.1345....0G,-4.12,-2.855,3,3,0.096,0.09300000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.06400000000000006,0.008000000000000895,0.6148755373546864,,0,0,0,0,0,0,0,0,True
HIP37787,HD  62727,07 44 56.0253,-13 41 41.409,14,14,0.0318,0.0281,90,A,O,2018yCat.1345....0G,,8.21,8.17,,,8.025,8.068,8.023,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,4.0462,4,0.0414,A,2018yCat.1345....0G,-16.202,3.5660000000000003,3,3,0.07200000000000001,0.062,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,0.002000000000000668,1.059236728740495,,0,0,0,0,0,0,0,0,True
HIP32171,HD  48481,06 43 02.2673,-13 41 53.237,14,14,0.0368,0.0426,90,A,O,2018yCat.1345....0G,,7.18,7.13,,,6.9510000000000005,6.99,6.914,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,5.6155,4,0.0446,A,2018yCat.1345....0G,-2.509,-22.891,3,3,0.083,0.081,90,A,2018yCat.1345....0G,1.0,1.0,0.04999999999999982,0.03700000000000081,0.6944421579057715,,0,0,0,0,0,0,0,0,True
HD202990,HD 202990,21 19 48.6388,-14 01 03.062,14,14,0.055999999999999994,0.0426,90,A,O,2018yCat.1345....0G,,7.05,7.03,,,6.875,6.879,6.848,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,5.0304,4,0.0645,A,2018yCat.1345....0G,22.186,-0.48,3,3,0.10800000000000001,0.08199999999999999,90,A,2018yCat.1345....0G,1.0,1.0,0.019999999999999574,0.027000000000000135,0.46501260011647644,,0,0,0,0,0,0,0,0,True
HD185533,HD 185533,19 40 05.0741,-14 02 40.825,14,14,0.0538,0.0443,90,A,O,2018yCat.1345....0G,,7.19,7.15,,,7.029,7.051,7.0360000000000005,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,7.5661,4,0.0578,A,2018yCat.1345....0G,6.1579999999999995,-27.761,3,3,0.107,0.08800000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000036,-0.007000000000000561,1.3983603849958832,,0,0,0,0,0,0,0,0,True
HIP114371,HD 218639,23 09 49.5500,-14 30 37.999,14,14,0.066,0.0506,90,A,O,2018yCat.1345....0G,,6.43,6.43,,,6.379,6.4,6.369,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,9.3963,4,0.0736,A,2018yCat.1345....0G,29.603,-7.42,3,3,0.132,0.107,90,A,2018yCat.1345....0G,1.0,1.0,0.0,0.009999999999999787,1.2947843712348757,,0,0,0,0,0,0,0,0,True
HD134013,HD 134013,15 07 58.5062,-14 35 32.824,14,14,0.0757,0.0552,90,A,O,2018yCat.1345....0G,,8.01,7.97,,,7.849,7.876,7.858,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,4.2711,4,0.0866,A,2018yCat.1345....0G,-20.305,5.43,3,3,0.152,0.11800000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000036,-0.008999999999999453,0.9766986987868671,,0,0,0,0,0,0,0,0,True
HD43954,HD  43954,06 18 29.7631,-14 35 53.948,14,14,0.0241,0.0324,90,A,O,2018yCat.1345....0G,,8.38,8.37,,,8.242,8.279,8.256,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,3.1157,4,0.0505,A,2018yCat.1345....0G,4.169,-5.167999999999999,3,3,0.096,0.09,90,A,2018yCat.1345....0G,1.0,1.0,0.010000000000001563,-0.013999999999999346,0.8012781714838899,,0,0,0,0,0,0,0,0,True
HD44115,HD  44115,06 19 30.4322,-14 39 54.528,14,14,0.0211,0.027000000000000003,90,A,O,2018yCat.1345....0G,,9.26,9.2,,,9.002,9.037,9.017000000000001,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.6123,4,0.0435,A,2018yCat.1345....0G,-3.785,3.04,3,3,0.095,0.09300000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.0600000000000005,-0.015000000000000568,1.0661152521098203,,0,0,0,0,0,0,0,0,True
HIP48067,HD  84886,09 47 55.6983,-14 56 04.361,14,14,0.059000000000000004,0.0556,90,A,O,2018yCat.1345....0G,,8.33,8.28,,,8.124,8.119,8.116,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,3.6455,4,0.07400000000000001,A,2018yCat.1345....0G,-14.467,1.72,3,3,0.107,0.102,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.008000000000000895,0.9062855128568119,,0,0,0,0,0,0,0,0,True
HD69461,HD  69461,08 16 39.7923,-14 56 59.706,14,14,0.0616,0.057999999999999996,90,A,O,2018yCat.1345....0G,,9.25,9.24,,,9.059,9.033,9.033999999999999,A0V,C,1988MSS...C04....0H,Star,*|IR,1.6317,4,0.084,A,2018yCat.1345....0G,-1.859,-1.5290000000000001,3,3,0.121,0.098,90,A,2018yCat.1345....0G,1.0,1.0,0.009999999999999787,0.025000000000000355,0.2667015676741694,,0,0,0,0,0,0,0,0,True
HIP45424,HD  79752,09 15 24.9477,-15 01 29.676,14,14,0.0615,0.0378,90,A,O,2018yCat.1345....0G,,6.33,6.318,,,6.245,6.274,6.246,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,8.8231,4,0.0767,A,2018yCat.1345....0G,-11.57,-17.4,2,2,0.71,0.61,0,A,2007A&A...474..653V,1.0,1.0,0.012000000000000455,-0.001000000000000334,1.002306007491515,,0,0,0,0,0,0,0,0,True
HIP52693,HD  93346,10 46 26.6936,-15 02 02.770,14,14,0.2651,0.2762,90,A,O,2018yCat.1345....0G,,7.44,7.41,,,7.263,7.276,7.207999999999999,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,5.3331,4,0.2274,A,2018yCat.1345....0G,-29.729,1.9240000000000002,3,3,0.428,0.43200000000000005,90,A,2018yCat.1345....0G,1.0,1.0,0.03000000000000025,0.055000000000000604,0.9353986356851675,,0,0,0,0,0,0,0,0,True
HIP41987,HD  72638,08 33 30.3630,-15 12 13.059,14,14,0.0372,0.0411,90,A,O,2018yCat.1345....0G,,8.04,8.05,,,7.968999999999999,8.015,7.962000000000001,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.2527,4,0.0497,A,2018yCat.1345....0G,-6.5760000000000005,1.275,3,3,0.076,0.073,90,A,2018yCat.1345....0G,1.0,1.0,-0.010000000000001563,0.006999999999998785,-0.14998320476225208,,0,0,0,0,0,0,0,0,True
HIP17623,HD  23683,03 46 31.6777,-15 14 55.987,14,14,0.0587,0.0532,90,A,O,2018yCat.1345....0G,,8.23,8.19,,,8.103,8.124,8.099,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,3.0814,4,0.0744,A,2018yCat.1345....0G,5.279,2.115,3,3,0.12,0.098,90,A,2018yCat.1345....0G,1.0,1.0,0.040000000000000924,0.0039999999999995595,0.48774039115792533,,0,0,0,0,0,0,0,0,True
HIP63109,HD 112304,12 55 53.2431,-15 19 37.284,14,14,0.0625,0.0497,90,A,O,2018yCat.1345....0G,,6.164,6.1739999999999995,,,6.093,6.1,6.1160000000000005,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,5.5416,4,0.0771,A,2018yCat.1345....0G,-18.581,-0.9690000000000001,3,3,0.132,0.114,90,A,2018yCat.1345....0G,1.0,1.0,-0.009999999999999787,-0.023000000000000576,-0.07132412685608988,,0,0,0,0,0,0,0,0,True
HD43488,HD  43488,06 15 48.3174,-15 21 12.847,14,14,0.0377,0.0486,90,A,O,2018yCat.1345....0G,,9.27,9.2,,,8.972999999999999,8.942,8.943999999999999,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.8123,4,0.0628,A,2018yCat.1345....0G,-4.055,6.94,3,3,0.126,0.129,90,A,2018yCat.1345....0G,1.0,1.0,0.07000000000000028,0.028999999999999915,1.189808234290704,,0,0,0,0,0,0,0,0,True
HD74284,HD  74284,08 42 40.9889,-15 23 01.980,14,14,0.0368,0.0404,90,A,O,2018yCat.1345....0G,,9.57,9.54,,,9.406,9.398,9.367,A0V,C,1988MSS...C04....0H,Star,*|IR,1.3113,4,0.0505,A,2018yCat.1345....0G,-3.991,-3.298,3,3,0.07400000000000001,0.067,90,A,2018yCat.1345....0G,1.0,1.0,0.030000000000001137,0.0389999999999997,0.01901030604656917,,0,0,0,0,0,0,0,0,True
HD71254,HD  71254,08 25 47.7177,-15 25 48.739,14,14,0.0418,0.0412,90,A,O,2018yCat.1345....0G,,8.24,8.19,,,8.154,8.222999999999999,8.122,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,4.3069,4,0.0502,A,2018yCat.1345....0G,-4.882,-1.8459999999999999,3,3,0.084,0.07200000000000001,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.03200000000000003,1.1783239409439796,,0,0,0,0,0,0,0,0,True
HD178462,HD 178462,19 09 18.8386,-15 33 03.162,14,14,0.0451,0.0425,90,A,O,2018yCat.1345....0G,,9.93,9.89,,,9.617,9.556000000000001,9.597999999999999,A0V,C,1988MSS...C04....0H,Star,*|IR,1.6235,4,0.0444,A,2018yCat.1345....0G,3.1630000000000003,0.575,3,3,0.08800000000000001,0.08199999999999999,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.019000000000001904,0.7962614648101048,,0,0,0,0,0,0,0,0,True
HD181945,HD 181945,19 23 01.3771,-15 34 54.274,14,14,0.0505,0.0429,90,A,O,2018yCat.1345....0G,,9.28,9.21,,,9.033999999999999,9.032,9.02,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,2.3104,4,0.0557,A,2018yCat.1345....0G,5.959,0.273,3,3,0.1,0.083,90,A,2018yCat.1345....0G,1.0,1.0,0.06999999999999851,0.013999999999999346,0.7729358794477326,,0,0,0,0,0,0,0,0,True
HD72989,HD  72989,08 35 23.5085,-15 36 15.474,14,14,0.04,0.0418,90,A,O,2018yCat.1345....0G,,10.5,10.46,,,10.293,10.288,10.262,A0V,C,1988MSS...C04....0H,Star,*|IR,1.4443,4,0.0528,A,2018yCat.1345....0G,-7.66,2.492,3,3,0.079,0.071,90,A,2018yCat.1345....0G,1.0,1.0,0.03999999999999915,0.030999999999998806,1.1122870562385256,,0,0,0,0,0,0,0,0,True
HD25266,HD  25266,04 00 16.4357,-15 36 25.219,14,14,0.0347,0.0294,90,A,O,2018yCat.1345....0G,,9.95,9.88,,,9.773,9.791,9.793,A0V,C,1988MSS...C04....0H,Star,*|IR,1.5801,4,0.0517,A,2018yCat.1345....0G,5.774,2.542,3,3,0.069,0.057,90,A,2018yCat.1345....0G,1.0,1.0,0.06999999999999851,-0.019999999999999574,0.617922865385722,,0,0,0,0,0,0,0,0,True
HIP49689,HD  88025,10 08 35.4245,-15 36 42.967,14,14,0.0759,0.0615,90,A,O,2018yCat.1345....0G,,6.235,6.244,,,6.209,6.233,6.199,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,6.016,4,0.0841,A,2018yCat.1345....0G,-37.528,2.5180000000000002,3,3,0.138,0.11199999999999999,90,A,2018yCat.1345....0G,1.0,1.0,-0.008999999999999453,0.009999999999999787,0.17338913791792793,,0,0,0,0,0,0,0,0,True
HIP100448,HD 193689,20 22 12.7987,-15 37 32.468,14,14,0.0474,0.027999999999999997,90,A,O,2018yCat.1345....0G,,8.04,7.99,,,7.829,7.832000000000001,7.8,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,4.7148,4,0.055,A,2018yCat.1345....0G,3.1239999999999997,-30.342,3,3,0.095,0.063,90,A,2018yCat.1345....0G,1.0,1.0,0.049999999999998934,0.028999999999999915,1.1748163742971598,,0,0,0,0,0,0,0,0,True
HD83496,HD  83496,09 38 28.0016,-15 37 50.445,14,14,0.0686,0.0766,90,A,O,2018yCat.1345....0G,,9.46,9.46,,,9.321,9.285,9.28,A0V,C,1988MSS...C04....0H,Star,*|IR,1.2592,4,0.0794,A,2018yCat.1345....0G,-8.732000000000001,2.852,3,3,0.142,0.154,90,A,2018yCat.1345....0G,1.0,1.0,0.0,0.04100000000000037,-0.039526424925051984,,0,0,0,0,0,0,0,0,True
HD88683,HD  88683,10 13 18.6347,-15 41 41.016,14,14,0.0616,0.0485,90,A,O,2018yCat.1345....0G,,8.27,8.21,,,,,,A0V,C,1988MSS...C04....0H,Star,*|UV,4.5392,4,0.0654,A,2018yCat.1345....0G,-27.081,3.241,3,3,0.114,0.087,90,A,2018yCat.1345....0G,1.0,1.0,0.05999999999999872,,1.2758965922588907,,0,0,0,0,0,0,0,0,True
HD200604,HD 200604,21 04 49.3813,-15 45 59.619,14,14,0.0585,0.0518,90,A,O,2018yCat.1345....0G,,9.97,9.92,,,9.761000000000001,9.76,9.711,A0V,C,1988MSS...C04....0H,Star,*|IR|UV,1.7473,4,0.0703,A,2018yCat.1345....0G,5.2,-7.984,3,3,0.11199999999999999,0.086,90,A,2018yCat.1345....0G,1.0,1.0,0.05000000000000071,0.05000000000000071,0.949337384557188,,0,0,0,0,0,0,0,0,True
